features,pm25
"[28.0,71.0,50.0,34.0,33.0,-6.0,-6.0,38.0,45.0]",44.0
"[28.0,71.0,63.0,23.0,53.0,29.0,5.0,18.0,72.33]",92.0
"[28.0,71.0,66.0,20.0,59.0,20.0,8.0,12.0,74.0]",86.0
"[28.0,71.0,71.0,22.0,72.0,-12.0,6.0,-1.0,75.33]",59.0
"[28.0,71.0,106.0,23.0,48.0,29.0,5.0,23.0,112.33]",135.0
"[28.0,72.0,45.0,26.0,51.0,-12.0,2.0,21.0,42.0]",33.0
"[28.0,73.0,64.0,32.0,33.0,6.0,-4.0,40.0,64.67]",70.0
"[28.0,73.0,79.0,30.0,76.0,-2.0,-2.0,-3.0,82.0]",77.0
"[28.0,73.0,165.0,32.0,74.0,41.0,-4.0,-1.0,181.33]",206.0
"[28.0,73.0,242.0,22.0,72.0,12.0,6.0,1.0,244.67]",254.0
"[28.0,74.0,15.0,35.0,53.0,6.0,-7.0,21.0,20.67]",21.0
"[28.0,74.0,79.0,27.0,51.0,-19.0,1.0,23.0,71.33]",60.0
"[28.0,74.0,82.0,32.0,79.0,-10.0,-4.0,-5.0,72.0]",72.0
"[28.0,74.0,159.0,30.0,55.0,-5.0,-2.0,19.0,156.33]",154.0
"[28.0,74.0,173.0,33.0,47.0,32.0,-5.0,27.0,174.0]",205.0
"[28.0,75.0,100.25404591644713,34.0,32.0,0.0,-6.0,43.0,100.25]",100.25404591644713
"[28.0,75.0,128.0,25.0,60.0,19.0,3.0,15.0,137.67]",147.0
"[28.0,76.0,9.0,20.0,55.0,-1.0,8.0,21.0,11.0]",8.0
"[28.0,76.0,59.0,32.0,46.0,1.0,-4.0,30.0,63.33]",60.0
"[28.0,79.0,90.0,31.0,56.0,0.0,-3.0,23.0,94.33]",90.0
"[28.0,79.0,93.0,20.0,42.0,5.0,8.0,37.0,99.33]",98.0
"[28.0,79.0,100.25404591644713,26.0,77.0,0.0,2.0,2.0,100.25]",100.25404591644713
"[28.0,79.0,158.0,29.0,43.0,53.0,-1.0,36.0,158.67]",211.0
"[28.0,80.0,36.0,21.0,48.0,-10.0,7.0,32.0,36.0]",26.0
"[28.0,80.0,64.0,31.0,59.0,5.0,-3.0,21.0,68.0]",69.0
"[28.0,80.0,129.0,35.0,62.0,-10.0,-7.0,18.0,121.33]",119.0
"[28.0,80.0,139.0,22.0,48.0,12.0,6.0,32.0,141.33]",151.0
"[28.0,80.0,153.0,20.0,49.0,5.0,8.0,31.0,149.67]",158.0
"[29.0,31.0,118.0,21.0,63.0,8.0,8.0,-32.0,120.67]",126.0
"[29.0,32.0,36.0,32.0,31.0,5.0,-3.0,1.0,40.0]",41.0
"[29.0,32.0,56.0,30.0,47.0,4.0,-1.0,-15.0,57.33]",60.0
"[29.0,32.0,75.0,28.0,68.0,-6.0,1.0,-36.0,74.0]",69.0
"[29.0,32.0,138.0,32.0,43.0,-40.0,-3.0,-11.0,133.67]",98.0
"[29.0,34.0,54.0,20.0,58.0,-9.0,9.0,-24.0,65.67]",45.0
"[29.0,34.0,54.0,31.0,69.0,46.0,-2.0,-35.0,62.67]",100.0
"[29.0,34.0,100.0,27.0,33.0,18.0,2.0,1.0,102.0]",118.0
"[29.0,35.0,110.0,26.0,34.0,-4.0,3.0,1.0,110.67]",106.0
"[29.0,37.0,40.0,34.0,68.0,-6.0,-5.0,-31.0,39.0]",34.0
"[29.0,37.0,99.0,25.0,80.0,0.0,4.0,-43.0,101.33]",99.0
"[29.0,37.0,140.0,27.0,61.0,27.0,2.0,-24.0,153.33]",167.0
"[29.0,38.0,98.0,21.0,55.0,-35.0,8.0,-17.0,92.67]",63.0
"[29.0,38.0,123.0,22.0,39.0,19.0,7.0,-1.0,147.0]",142.0
"[29.0,39.0,62.0,24.0,64.0,-5.0,5.0,-25.0,62.0]",57.0
"[29.0,39.0,140.0,32.0,54.0,-6.0,-3.0,-15.0,140.67]",134.0
"[29.0,39.0,166.0,34.0,73.0,-23.0,-5.0,-34.0,158.0]",143.0
"[29.0,39.0,189.0,35.0,30.0,-44.0,-6.0,9.0,190.67]",145.0
"[29.0,40.0,37.0,20.0,76.0,5.0,9.0,-36.0,47.0]",42.0
"[29.0,40.0,41.0,32.0,51.0,0.0,-3.0,-11.0,43.0]",41.0
"[29.0,40.0,104.0,27.0,41.0,3.0,2.0,-1.0,106.67]",107.0
"[29.0,40.0,132.0,20.0,59.0,-15.0,9.0,-19.0,138.33]",117.0
"[29.0,40.0,134.0,34.0,51.0,23.0,-5.0,-11.0,118.67]",157.0
"[29.0,40.0,151.0,34.0,72.0,23.0,-5.0,-32.0,154.0]",174.0
"[29.0,41.0,33.0,29.0,71.0,11.0,0.0,-30.0,33.67]",44.0
"[29.0,41.0,152.0,31.0,75.0,38.0,-2.0,-34.0,148.67]",190.0
"[29.0,42.0,29.0,20.0,69.0,-2.0,9.0,-27.0,29.67]",27.0
"[29.0,42.0,56.0,22.0,64.0,3.0,7.0,-22.0,60.67]",59.0
"[29.0,42.0,132.0,33.0,41.0,1.0,-4.0,1.0,153.67]",133.0
"[29.0,43.0,55.0,22.0,51.0,6.0,7.0,-8.0,58.0]",61.0
"[29.0,43.0,132.0,20.0,48.0,-8.0,9.0,-5.0,129.67]",124.0
"[29.0,44.0,57.0,33.0,63.0,5.0,-4.0,-19.0,59.0]",62.0
"[29.0,44.0,68.0,25.0,62.0,-3.0,4.0,-18.0,69.33]",65.0
"[29.0,44.0,258.0,20.0,62.0,91.0,9.0,-18.0,272.33]",349.0
"[29.0,45.0,80.0,31.0,47.0,-21.0,-2.0,-2.0,88.67]",59.0
"[29.0,45.0,165.0,20.0,41.0,28.0,9.0,4.0,158.67]",193.0
"[29.0,46.0,98.0,25.0,37.0,-4.0,4.0,9.0,97.33]",94.0
"[29.0,46.0,167.0,35.0,48.0,-8.0,-6.0,-2.0,156.0]",159.0
"[29.0,47.0,74.0,30.0,59.0,30.0,-1.0,-12.0,81.33]",104.0
"[29.0,47.0,230.0,30.0,55.0,27.0,-1.0,-8.0,233.0]",257.0
"[29.0,48.0,25.0,26.0,34.0,6.0,3.0,14.0,29.33]",31.0
"[29.0,48.0,72.0,20.0,37.0,49.0,9.0,11.0,88.0]",121.0
"[29.0,48.0,74.0,22.0,41.0,-5.0,7.0,7.0,74.0]",69.0
"[29.0,48.0,113.0,29.0,57.0,4.0,0.0,-9.0,114.67]",117.0
"[29.0,48.0,120.0,29.0,51.0,19.0,0.0,-3.0,119.67]",139.0
"[29.0,48.0,207.0,20.0,70.0,2.0,9.0,-22.0,212.67]",209.0
"[29.0,49.0,89.0,35.0,62.0,43.0,-6.0,-13.0,101.33]",132.0
"[29.0,49.0,195.0,31.0,50.0,32.0,-2.0,-1.0,206.0]",227.0
"[29.0,50.0,43.0,21.0,80.0,-11.0,8.0,-30.0,37.33]",32.0
"[29.0,50.0,51.0,27.0,61.0,-3.0,2.0,-11.0,47.33]",48.0
"[29.0,50.0,185.0,25.0,59.0,-20.0,4.0,-9.0,179.67]",165.0
"[29.0,51.0,73.0,27.0,67.0,-17.0,2.0,-16.0,76.33]",56.0
"[29.0,51.0,100.0,22.0,47.0,20.0,7.0,4.0,106.33]",120.0
"[29.0,52.0,170.0,26.0,35.0,-14.0,3.0,17.0,167.33]",156.0
"[29.0,53.0,26.0,22.0,64.0,1.0,7.0,-11.0,28.0]",27.0
"[29.0,53.0,44.0,32.0,69.0,3.0,-3.0,-16.0,45.67]",47.0
"[29.0,53.0,62.0,27.0,78.0,-4.0,2.0,-25.0,61.67]",58.0
"[29.0,53.0,106.0,24.0,78.0,-2.0,5.0,-25.0,100.67]",104.0
"[29.0,54.0,68.0,35.0,40.0,5.0,-6.0,14.0,65.0]",73.0
"[29.0,54.0,136.0,21.0,43.0,112.0,8.0,11.0,169.33]",248.0
"[29.0,55.0,42.0,35.0,30.0,-9.0,-6.0,25.0,33.67]",33.0
"[29.0,55.0,82.0,28.0,38.0,6.0,1.0,17.0,86.0]",88.0
"[29.0,55.0,142.0,33.0,38.0,38.0,-4.0,17.0,133.0]",180.0
"[29.0,57.0,44.0,35.0,71.0,9.0,-6.0,-14.0,54.67]",53.0
"[29.0,57.0,114.0,22.0,53.0,-1.0,7.0,4.0,110.33]",113.0
"[29.0,57.0,206.0,28.0,73.0,67.0,1.0,-16.0,214.67]",273.0
"[29.0,58.0,30.0,31.0,41.0,-4.0,-2.0,17.0,30.67]",26.0
"[29.0,58.0,36.0,26.0,48.0,-6.0,3.0,10.0,34.33]",30.0
"[29.0,59.0,51.0,24.0,47.0,-5.0,5.0,12.0,50.33]",46.0
"[29.0,59.0,52.0,29.0,67.0,25.0,0.0,-8.0,62.67]",77.0
"[29.0,59.0,63.0,21.0,79.0,-5.0,8.0,-20.0,62.67]",58.0
"[29.0,59.0,119.0,21.0,42.0,-10.0,8.0,17.0,97.67]",109.0
"[29.0,60.0,27.0,30.0,72.0,-8.0,-1.0,-12.0,27.67]",19.0
"[29.0,60.0,52.0,26.0,69.0,-1.0,3.0,-9.0,53.0]",51.0
"[29.0,60.0,69.0,22.0,62.0,-18.0,7.0,-2.0,66.0]",51.0
"[29.0,60.0,69.0,33.0,40.0,1.0,-4.0,20.0,65.0]",70.0
"[29.0,60.0,77.0,25.0,66.0,-9.0,4.0,-6.0,73.33]",68.0
"[29.0,60.0,82.0,24.0,69.0,-7.0,5.0,-9.0,79.67]",75.0
"[29.0,60.0,97.0,27.0,71.0,7.0,2.0,-11.0,97.33]",104.0
"[29.0,61.0,81.0,29.0,77.0,-5.0,0.0,-16.0,81.67]",76.0
"[29.0,62.0,37.0,34.0,66.0,7.0,-5.0,-4.0,37.67]",44.0
"[29.0,62.0,58.0,27.0,52.0,-1.0,2.0,10.0,58.33]",57.0
"[29.0,62.0,114.0,30.0,32.0,5.0,-1.0,30.0,117.0]",119.0
"[29.0,62.0,121.0,34.0,72.0,4.0,-5.0,-10.0,117.0]",125.0
"[29.0,62.0,147.0,24.0,50.0,67.0,5.0,12.0,171.33]",214.0
"[29.0,62.0,154.0,24.0,67.0,16.0,5.0,-5.0,163.0]",170.0
"[29.0,63.0,78.0,20.0,55.0,-1.0,9.0,8.0,83.67]",77.0
"[29.0,64.0,41.0,21.0,47.0,-9.0,8.0,17.0,35.0]",32.0
"[29.0,64.0,86.0,20.0,37.0,4.0,9.0,27.0,83.33]",90.0
"[29.0,64.0,100.25404591644713,25.0,58.0,0.0,4.0,6.0,100.25]",100.25404591644713
"[29.0,66.0,15.0,24.0,44.0,-2.0,5.0,22.0,17.67]",13.0
"[29.0,66.0,34.0,32.0,59.0,-1.0,-3.0,7.0,31.33]",33.0
"[29.0,66.0,67.0,20.0,69.0,2.0,9.0,-3.0,72.33]",69.0
"[29.0,66.0,69.0,23.0,54.0,-2.0,6.0,12.0,72.67]",67.0
"[29.0,66.0,84.0,34.0,31.0,64.0,-5.0,35.0,100.67]",148.0
"[29.0,66.0,156.0,31.0,59.0,2.0,-2.0,7.0,166.33]",158.0
"[29.0,67.0,32.0,33.0,63.0,19.0,-4.0,4.0,35.67]",51.0
"[29.0,67.0,59.0,23.0,46.0,-7.0,6.0,21.0,54.33]",52.0
"[29.0,67.0,80.0,25.0,70.0,15.0,4.0,-3.0,84.0]",95.0
"[29.0,67.0,176.0,27.0,62.0,26.0,2.0,5.0,188.67]",202.0
"[29.0,68.0,58.0,23.0,48.0,-1.0,6.0,20.0,55.0]",57.0
"[29.0,68.0,62.0,30.0,67.0,-2.0,-1.0,1.0,57.67]",60.0
"[29.0,69.0,164.0,23.0,37.0,-8.0,6.0,32.0,172.33]",156.0
"[29.0,70.0,41.0,21.0,52.0,5.0,8.0,18.0,37.67]",46.0
"[29.0,70.0,44.0,32.0,38.0,12.0,-3.0,32.0,43.67]",56.0
"[29.0,70.0,73.0,24.0,38.0,4.0,5.0,32.0,72.67]",77.0
"[29.0,71.0,24.0,22.0,51.0,9.0,7.0,20.0,25.0]",33.0
"[29.0,71.0,41.0,25.0,37.0,-2.0,4.0,34.0,41.0]",39.0
"[29.0,71.0,46.0,21.0,48.0,5.0,8.0,23.0,46.67]",51.0
"[29.0,71.0,50.0,22.0,78.0,-3.0,7.0,-7.0,46.0]",47.0
"[29.0,71.0,87.0,20.0,46.0,-8.0,9.0,25.0,85.33]",79.0
"[29.0,71.0,91.0,25.0,71.0,-27.0,4.0,0.0,80.33]",64.0
"[29.0,72.0,72.0,31.0,58.0,-14.0,-2.0,14.0,73.0]",58.0
"[29.0,72.0,85.0,35.0,69.0,20.0,-6.0,3.0,92.33]",105.0
"[29.0,73.0,82.0,30.0,44.0,14.0,-1.0,29.0,83.67]",96.0
"[29.0,73.0,103.0,24.0,53.0,-4.0,5.0,20.0,102.0]",99.0
"[29.0,73.0,114.0,33.0,76.0,-41.0,-4.0,-3.0,106.33]",73.0
"[29.0,74.0,166.0,21.0,45.0,48.0,8.0,29.0,187.33]",214.0
"[29.0,74.0,173.0,26.0,41.0,-21.0,3.0,33.0,161.33]",152.0
"[29.0,74.0,227.0,35.0,45.0,50.0,-6.0,29.0,226.33]",277.0
"[29.0,75.0,22.0,27.0,53.0,2.0,2.0,22.0,23.0]",24.0
"[29.0,75.0,44.0,32.0,37.0,9.0,-3.0,38.0,47.67]",53.0
"[29.0,75.0,94.0,28.0,58.0,-4.0,1.0,17.0,91.0]",90.0
"[29.0,76.0,55.0,24.0,79.0,-8.0,5.0,-3.0,52.33]",47.0
"[29.0,76.0,79.0,24.0,67.0,9.0,5.0,9.0,80.67]",88.0
"[29.0,76.0,82.0,27.0,40.0,5.0,2.0,36.0,84.67]",87.0
"[29.0,76.0,192.0,31.0,73.0,-43.0,-2.0,3.0,197.0]",149.0
"[29.0,76.0,213.0,34.0,31.0,24.0,-5.0,45.0,219.33]",237.0
"[29.0,77.0,72.0,25.0,75.0,4.0,4.0,2.0,69.33]",76.0
"[29.0,77.0,88.0,25.0,52.0,-7.0,4.0,25.0,89.67]",81.0
"[29.0,77.0,158.0,23.0,33.0,15.0,6.0,44.0,164.67]",173.0
"[29.0,78.0,59.0,33.0,63.0,-13.0,-4.0,15.0,54.67]",46.0
"[29.0,78.0,221.0,21.0,50.0,-208.0,8.0,28.0,149.0]",13.0
"[29.0,79.0,20.0,35.0,59.0,8.0,-6.0,20.0,20.33]",28.0
"[29.0,79.0,47.0,31.0,67.0,14.0,-2.0,12.0,50.0]",61.0
"[29.0,79.0,100.25404591644713,33.0,74.0,0.0,-4.0,5.0,100.25]",100.25404591644713
"[29.0,79.0,254.0,24.0,37.0,-35.0,5.0,42.0,260.33]",219.0
"[29.0,80.0,96.0,26.0,37.0,10.0,3.0,43.0,88.33]",106.0
"[29.0,80.0,100.25404591644713,27.0,30.0,0.0,2.0,50.0,100.25]",100.25404591644713
"[30.0,30.0,105.0,20.0,65.0,-3.0,10.0,-35.0,101.33]",102.0
"[30.0,31.0,51.0,29.0,60.0,5.0,1.0,-29.0,58.67]",56.0
"[30.0,31.0,64.0,34.0,71.0,11.0,-4.0,-40.0,70.0]",75.0
"[30.0,31.0,81.0,24.0,38.0,-23.0,6.0,-7.0,77.67]",58.0
"[30.0,31.0,127.0,30.0,38.0,2.0,0.0,-7.0,136.0]",129.0
"[30.0,32.0,66.0,23.0,47.0,3.0,7.0,-15.0,67.67]",69.0
"[30.0,32.0,118.0,22.0,65.0,-4.0,8.0,-33.0,118.33]",114.0
"[30.0,32.0,127.0,25.0,70.0,-32.0,5.0,-38.0,117.0]",95.0
"[30.0,34.0,92.0,30.0,60.0,11.0,0.0,-26.0,94.33]",103.0
"[30.0,34.0,203.0,21.0,35.0,-7.0,9.0,-1.0,199.33]",196.0
"[30.0,35.0,31.0,21.0,68.0,13.0,9.0,-33.0,38.0]",44.0
"[30.0,35.0,33.0,23.0,53.0,1.0,7.0,-18.0,33.67]",34.0
"[30.0,35.0,39.0,31.0,32.0,5.0,-1.0,3.0,39.0]",44.0
"[30.0,35.0,81.0,21.0,47.0,0.0,9.0,-12.0,80.67]",81.0
"[30.0,35.0,104.0,24.0,73.0,9.0,6.0,-38.0,105.0]",113.0
"[30.0,36.0,13.0,26.0,79.0,8.0,4.0,-43.0,17.0]",21.0
"[30.0,36.0,36.0,26.0,53.0,8.0,4.0,-17.0,36.0]",44.0
"[30.0,36.0,36.0,31.0,41.0,-1.0,-1.0,-5.0,35.33]",35.0
"[30.0,36.0,37.0,26.0,57.0,-3.0,4.0,-21.0,38.0]",34.0
"[30.0,36.0,95.0,29.0,67.0,-8.0,1.0,-31.0,87.33]",87.0
"[30.0,36.0,99.0,35.0,50.0,1.0,-5.0,-14.0,103.33]",100.0
"[30.0,36.0,100.25404591644713,28.0,64.0,0.0,2.0,-28.0,100.25]",100.25404591644713
"[30.0,36.0,110.0,22.0,62.0,-26.0,8.0,-26.0,109.0]",84.0
"[30.0,36.0,116.0,30.0,72.0,-5.0,0.0,-36.0,115.67]",111.0
"[30.0,37.0,44.0,28.0,71.0,30.0,2.0,-34.0,56.0]",74.0
"[30.0,37.0,100.25404591644713,32.0,48.0,0.0,-2.0,-11.0,100.25]",100.25404591644713
"[30.0,37.0,111.0,32.0,41.0,6.0,-2.0,-4.0,109.33]",117.0
"[30.0,38.0,52.0,25.0,50.0,-5.0,5.0,-12.0,52.33]",47.0
"[30.0,38.0,69.0,22.0,39.0,11.0,8.0,-1.0,71.67]",80.0
"[30.0,38.0,88.0,32.0,48.0,-27.0,-2.0,-10.0,86.67]",61.0
"[30.0,38.0,152.0,29.0,74.0,-25.0,1.0,-36.0,150.67]",127.0
"[30.0,39.0,80.0,23.0,42.0,19.0,7.0,-3.0,82.0]",99.0
"[30.0,39.0,129.0,23.0,55.0,34.0,7.0,-16.0,134.33]",163.0
"[30.0,41.0,19.0,31.0,43.0,8.0,-1.0,-2.0,22.0]",27.0
"[30.0,41.0,39.0,20.0,69.0,10.0,10.0,-28.0,39.67]",49.0
"[30.0,41.0,119.0,20.0,71.0,9.0,10.0,-30.0,118.33]",128.0
"[30.0,42.0,100.25404591644713,33.0,56.0,0.0,-3.0,-14.0,100.25]",100.25404591644713
"[30.0,42.0,126.0,32.0,44.0,14.0,-2.0,-2.0,124.67]",140.0
"[30.0,43.0,29.0,33.0,44.0,-2.0,-3.0,-1.0,28.0]",27.0
"[30.0,43.0,42.0,27.0,75.0,9.0,3.0,-32.0,46.67]",51.0
"[30.0,43.0,78.0,22.0,80.0,0.0,8.0,-37.0,69.0]",78.0
"[30.0,44.0,92.0,34.0,38.0,7.0,-4.0,6.0,93.33]",99.0
"[30.0,44.0,140.0,20.0,49.0,30.0,10.0,-5.0,146.0]",170.0
"[30.0,45.0,62.0,22.0,67.0,-3.0,8.0,-22.0,60.33]",59.0
"[30.0,45.0,79.0,29.0,71.0,-5.0,1.0,-26.0,80.0]",74.0
"[30.0,45.0,120.0,32.0,76.0,-19.0,-2.0,-31.0,119.0]",101.0
"[30.0,45.0,214.0,29.0,62.0,-115.0,1.0,-17.0,153.33]",99.0
"[30.0,46.0,44.0,23.0,41.0,5.0,7.0,5.0,49.0]",49.0
"[30.0,46.0,66.0,32.0,50.0,16.0,-2.0,-4.0,71.67]",82.0
"[30.0,46.0,100.25404591644713,34.0,35.0,0.0,-4.0,11.0,100.25]",100.25404591644713
"[30.0,46.0,161.0,27.0,78.0,-1.0,3.0,-32.0,167.0]",160.0
"[30.0,47.0,20.0,32.0,46.0,4.0,-2.0,1.0,20.67]",24.0
"[30.0,47.0,56.0,35.0,61.0,0.0,-5.0,-14.0,60.0]",56.0
"[30.0,47.0,60.0,21.0,80.0,3.0,9.0,-33.0,61.0]",63.0
"[30.0,47.0,132.0,26.0,67.0,12.0,4.0,-20.0,136.0]",144.0
"[30.0,48.0,31.0,28.0,54.0,69.25404591644713,2.0,-6.0,55.08]",100.25404591644713
"[30.0,48.0,56.0,34.0,56.0,2.0,-4.0,-8.0,55.33]",58.0
"[30.0,48.0,101.0,33.0,58.0,-2.0,-3.0,-10.0,102.33]",99.0
"[30.0,48.0,369.0,31.0,42.0,17.0,-1.0,6.0,349.33]",386.0
"[30.0,49.0,33.0,28.0,72.0,10.0,2.0,-23.0,40.33]",43.0
"[30.0,49.0,33.0,30.0,72.0,-2.0,0.0,-23.0,32.33]",31.0
"[30.0,49.0,59.0,21.0,80.0,10.0,9.0,-31.0,58.33]",69.0
"[30.0,49.0,77.0,20.0,52.0,6.0,10.0,-3.0,79.33]",83.0
"[30.0,50.0,63.0,22.0,62.0,9.0,8.0,-12.0,61.67]",72.0
"[30.0,50.0,100.25404591644713,27.0,74.0,0.0,3.0,-24.0,100.25]",100.25404591644713
"[30.0,51.0,38.0,29.0,38.0,3.0,1.0,13.0,38.33]",41.0
"[30.0,51.0,59.0,21.0,71.0,-11.0,9.0,-20.0,56.0]",48.0
"[30.0,51.0,124.0,25.0,79.0,0.0,5.0,-28.0,117.33]",124.0
"[30.0,52.0,37.0,22.0,34.0,-1.0,8.0,18.0,37.67]",36.0
"[30.0,52.0,45.0,23.0,61.0,-3.0,7.0,-9.0,54.0]",42.0
"[30.0,52.0,80.0,30.0,53.0,-1.0,0.0,-1.0,83.33]",79.0
"[30.0,52.0,113.0,21.0,74.0,-14.0,9.0,-22.0,103.0]",99.0
"[30.0,52.0,157.0,24.0,69.0,2.0,6.0,-17.0,155.0]",159.0
"[30.0,53.0,80.0,20.0,44.0,8.0,10.0,9.0,81.67]",88.0
"[30.0,53.0,158.0,35.0,70.0,27.0,-5.0,-17.0,167.0]",185.0
"[30.0,54.0,34.0,20.0,79.0,-2.0,10.0,-25.0,33.0]",32.0
"[30.0,54.0,36.0,35.0,34.0,1.0,-5.0,20.0,35.67]",37.0
"[30.0,54.0,42.0,35.0,46.0,-1.0,-5.0,8.0,36.67]",41.0
"[30.0,54.0,57.0,29.0,62.0,4.0,1.0,-8.0,58.67]",61.0
"[30.0,54.0,115.0,27.0,80.0,37.0,3.0,-26.0,115.0]",152.0
"[30.0,55.0,123.0,35.0,47.0,-30.0,-5.0,8.0,118.33]",93.0
"[30.0,55.0,156.0,30.0,64.0,3.0,0.0,-9.0,157.0]",159.0
"[30.0,55.0,159.0,34.0,73.0,22.0,-4.0,-18.0,159.0]",181.0
"[30.0,56.0,70.0,28.0,56.0,-17.0,2.0,0.0,62.0]",53.0
"[30.0,56.0,71.0,20.0,42.0,-1.0,10.0,14.0,70.67]",70.0
"[30.0,56.0,90.0,29.0,75.0,1.0,1.0,-19.0,91.67]",91.0
"[30.0,57.0,134.0,32.0,65.0,12.0,-2.0,-8.0,131.67]",146.0
"[30.0,58.0,34.0,26.0,60.0,4.0,4.0,-2.0,46.0]",38.0
"[30.0,58.0,100.25404591644713,20.0,76.0,0.0,10.0,-18.0,100.25]",100.25404591644713
"[30.0,58.0,103.0,34.0,50.0,-23.0,-4.0,8.0,101.67]",80.0
"[30.0,59.0,49.0,26.0,78.0,-7.0,4.0,-19.0,44.33]",42.0
"[30.0,59.0,51.0,32.0,57.0,1.0,-2.0,2.0,53.33]",52.0
"[30.0,59.0,66.0,24.0,73.0,8.0,6.0,-14.0,68.33]",74.0
"[30.0,60.0,30.0,22.0,78.0,-15.0,8.0,-18.0,26.33]",15.0
"[30.0,60.0,88.0,21.0,55.0,4.0,9.0,5.0,84.67]",92.0
"[30.0,60.0,184.0,29.0,70.0,28.0,1.0,-10.0,175.0]",212.0
"[30.0,60.0,231.0,24.0,36.0,-67.0,6.0,24.0,220.0]",164.0
"[30.0,61.0,26.0,35.0,40.0,-8.0,-5.0,21.0,26.0]",18.0
"[30.0,61.0,40.0,31.0,78.0,1.0,-1.0,-17.0,42.0]",41.0
"[30.0,61.0,63.0,20.0,35.0,-7.0,10.0,26.0,64.33]",56.0
"[30.0,61.0,70.0,34.0,35.0,-3.0,-4.0,26.0,69.0]",67.0
"[30.0,61.0,210.0,23.0,55.0,3.0,7.0,6.0,210.33]",213.0
"[30.0,62.0,136.0,23.0,63.0,-19.0,7.0,-1.0,137.33]",117.0
"[30.0,62.0,153.0,23.0,70.0,-22.0,7.0,-8.0,146.67]",131.0
"[30.0,62.0,173.0,27.0,65.0,-1.0,3.0,-3.0,170.67]",172.0
"[30.0,62.0,202.0,27.0,39.0,9.0,3.0,23.0,203.67]",211.0
"[30.0,63.0,93.0,25.0,80.0,-8.0,5.0,-17.0,92.0]",85.0
"[30.0,64.0,70.0,27.0,61.0,10.0,3.0,3.0,73.0]",80.0
"[30.0,64.0,71.0,25.0,34.0,5.0,5.0,30.0,71.33]",76.0
"[30.0,64.0,156.0,31.0,78.0,0.0,-1.0,-14.0,156.0]",156.0
"[30.0,65.0,105.0,30.0,62.0,-5.0,0.0,3.0,100.33]",100.0
"[30.0,65.0,133.0,26.0,35.0,-1.0,4.0,30.0,134.0]",132.0
"[30.0,65.0,211.0,20.0,35.0,-17.0,10.0,30.0,201.33]",194.0
"[30.0,66.0,53.0,22.0,41.0,-19.0,8.0,25.0,47.67]",34.0
"[30.0,66.0,104.0,29.0,53.0,1.0,1.0,13.0,105.0]",105.0
"[30.0,67.0,37.0,20.0,51.0,1.0,10.0,16.0,36.33]",38.0
"[30.0,67.0,51.0,22.0,60.0,11.0,8.0,7.0,54.0]",62.0
"[30.0,67.0,308.0,24.0,39.0,-17.0,6.0,28.0,287.0]",291.0
"[30.0,67.0,416.0,21.0,63.0,26.0,9.0,4.0,397.33]",442.0
"[30.0,68.0,46.0,22.0,45.0,1.0,8.0,23.0,50.33]",47.0
"[30.0,68.0,184.0,34.0,39.0,-19.0,-4.0,29.0,181.33]",165.0
"[30.0,68.0,400.0,28.0,41.0,-30.0,2.0,27.0,404.0]",370.0
"[30.0,69.0,94.0,31.0,47.0,8.0,-1.0,22.0,95.67]",102.0
"[30.0,72.0,32.0,29.0,50.0,-7.0,1.0,22.0,33.33]",25.0
"[30.0,72.0,33.0,34.0,61.0,0.0,-4.0,11.0,35.0]",33.0
"[30.0,72.0,120.0,26.0,36.0,-4.0,4.0,36.0,115.33]",116.0
"[30.0,72.0,154.0,23.0,61.0,25.0,7.0,11.0,152.67]",179.0
"[30.0,73.0,283.0,25.0,38.0,-10.0,5.0,35.0,218.75]",273.0
"[30.0,74.0,76.0,26.0,41.0,-5.0,4.0,33.0,77.0]",71.0
"[30.0,74.0,100.25404591644713,20.0,64.0,0.0,10.0,10.0,100.25]",100.25404591644713
"[30.0,74.0,165.0,33.0,51.0,51.0,-3.0,23.0,177.0]",216.0
"[30.0,74.0,202.0,20.0,49.0,-56.0,10.0,25.0,175.33]",146.0
"[30.0,75.0,86.0,20.0,51.0,-13.0,10.0,24.0,112.67]",73.0
"[30.0,75.0,107.0,34.0,64.0,6.0,-4.0,11.0,105.33]",113.0
"[30.0,75.0,173.0,33.0,80.0,8.0,-3.0,-5.0,154.33]",181.0
"[30.0,75.0,176.0,28.0,39.0,-16.0,2.0,36.0,170.67]",160.0
"[30.0,76.0,47.0,21.0,49.0,-8.0,9.0,27.0,41.67]",39.0
"[30.0,76.0,90.0,24.0,76.0,-11.0,6.0,0.0,111.0]",79.0
"[30.0,76.0,132.0,20.0,33.0,5.0,10.0,43.0,128.67]",137.0
"[30.0,77.0,71.0,28.0,66.0,-11.0,2.0,11.0,77.33]",60.0
"[30.0,77.0,132.0,25.0,36.0,2.0,5.0,41.0,130.67]",134.0
"[30.0,77.0,133.0,30.0,54.0,8.0,0.0,23.0,138.0]",141.0
"[30.0,77.0,135.0,22.0,50.0,6.0,8.0,27.0,143.0]",141.0
"[30.0,78.0,108.0,34.0,35.0,-14.0,-4.0,43.0,100.0]",94.0
"[30.0,80.0,32.0,24.0,64.0,5.0,6.0,16.0,35.33]",37.0
"[30.0,80.0,36.0,26.0,53.0,-2.0,4.0,27.0,33.67]",34.0
